"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
57,"NCT04360616","The Diagnosis and Prognosis of Nonpalpable Breast Cancer Detected by the US vs Mammography: a Clinical Noninferiority Trial.","Recruiting","No Results Available","Breast Cancer","Diagnostic Test: imaging","April 24, 2020","The First Affiliated Hospital of Fourth Military Medical University, Xi'an, Shaanxi, China","https://ClinicalTrials.gov/show/NCT04360616"
58,"NCT04219267","Effectiveness of Character Strengths-based Intervention Among Breast Cancer Patients","Not yet recruiting","No Results Available","Breast Cancer","Behavioral: character strengths-based intervention|Behavioral: early memories","January 7, 2020",,"https://ClinicalTrials.gov/show/NCT04219267"
59,"NCT04280536","Phase II Study of FTD/TPI (Lonsurf) in Metastatic Breast Cancers With or Without Prior Exposure to Fluoropyrimidines (LONBRECA)","Recruiting","No Results Available","Breast Cancer","Drug: Cohort A|Drug: Cohort B","February 21, 2020","National University Hospital, Singapore, Singapore","https://ClinicalTrials.gov/show/NCT04280536"
60,"NCT04247633","High Risk ER+HER2- T1-2N0-1 Early Breast Cancer With Palbociclib Plus Endocrine Therapy(HIPEx)","Recruiting","No Results Available","Breast Cancer","Drug: Palbociclib","January 30, 2020","Samsung Medical Center, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04247633"
61,"NCT04261153","Use of Cognitive Stimulation Software for Patients Over the Age of 70 Followed for Breast Cancer: COG-TAB-AGE Feasibility Study","Recruiting","No Results Available","Breast Cancer","Other: Cognitive stimulation","February 7, 2020","Centre François Baclesse, Caen, France|Centre Henri Becquerel, Rouen, France","https://ClinicalTrials.gov/show/NCT04261153"
62,"NCT04397185","Breast Cancer Locator Guided vs. Wire Localized Partial Mastectomy for Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer Female","Device: Breast Cancer Locator (BCL) guided partial mastectomy|Device: Wire Localized (WL) partial mastectomy","May 21, 2020",,"https://ClinicalTrials.gov/show/NCT04397185"
63,"NCT04366713","A Study to Characterize Colon Pathology in Patients With HER2 Amplified Breast Cancer Treated With Neratinib","Recruiting","No Results Available","HER2 Amplified Breast Cancer","Drug: Neratinib|Drug: Capecitabine|Drug: Loperamide","April 29, 2020","Hospital CUF Descobertas, Lisboa, Portugal","https://ClinicalTrials.gov/show/NCT04366713"
64,"NCT04396626","HR+/ HER2- Advanced/ Metastatic Breast Cancer Real World Treatment Patterns and Outcomes","Active, not recruiting","No Results Available","Breast Cancer",,"May 20, 2020","Pfizer United States, New York, New York, United States","https://ClinicalTrials.gov/show/NCT04396626"
65,"NCT04308720","Circulating Tumor DNA and Immunophenotyping as Potential Biomarkers in Patients Undergoing Regional Nodal Irradiation for Breast Cancer","Recruiting","No Results Available","Breast Cancer",,"March 16, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT04308720"
66,"NCT04281355","Individualized Locoregional Treatment of Initially Biopsy-proven Node-positive Breast Cancer After Primary Systemic Therapy","Not yet recruiting","No Results Available","Breast Cancer","Procedure: Omission of axillary lymph node dissection|Radiation: Omission of regional irradiation","February 24, 2020",,"https://ClinicalTrials.gov/show/NCT04281355"
67,"NCT04400695","A Study of RC48-ADC for the Treatment of Locally Advanced or Metastatic Breast Cancer With Low Expression of HER2","Not yet recruiting","No Results Available","Breast Cancer","Drug: RC48-ADC|Drug: Paclitaxel Injection|Drug: Docetaxel Injection|Drug: Vinorelbine Tartrate Injection|Drug: Capecitabine Tablets","May 22, 2020",,"https://ClinicalTrials.gov/show/NCT04400695"
68,"NCT04316156","Real-time Interactive Digital Healthcare System in Patients With Breast Cancer; Randomized Controlled Trial","Recruiting","No Results Available","Breast Cancer","Device: Uincare Homeplus|Other: Brochure","March 20, 2020","Samsung Medical Center, Seoul, Gangnam-gu, Korea, Republic of|Department of rehabilitation, Seoul St. Mary's Hospital, College of Medicine, The Catholic University of Korea, Seoul, Seocho-gu, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04316156"
69,"NCT04248998","Calorie Restriction With or Without Metformin in Triple Negative Breast Cancer","Recruiting","No Results Available","Triple-negative Breast Cancer","Dietary Supplement: Fasting-mimicking diet|Drug: Metformin|Drug: Preoperative chemotherapy","January 30, 2020","Fondazione IRCCS Istituto Nazionale Tumori, Milano, Italy","https://ClinicalTrials.gov/show/NCT04248998"
70,"NCT04248257","Peer Support For Young Adult Women With High Breast Cancer Risk","Not yet recruiting","No Results Available","Breast Cancer Risk","Behavioral: PeACE|Behavioral: Community peer coaching","January 30, 2020","Georgetown University, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT04248257"
71,"NCT04270032","Using Deep Learning Methods to Analyze Automated Breast Ultrasound Images, to Establish a Diagnosis, Therapy Assessment and Prognosis Prediction Model of Breast Cancer.","Recruiting","No Results Available","Breast Cancer","Diagnostic Test: ABUS","February 17, 2020","The First Affiliated Hospital of Fourth Military Medical University, Xi'an, Shaanxi, China","https://ClinicalTrials.gov/show/NCT04270032"
72,"NCT04354675","Effectiveness of AI Genetic Counseling Program vs In-person Genetic Counseling in Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer","Genetic: Automated program (ChatBot)|Genetic: Genetics counselor|Other: BCGCKQ Survey|Other: Satisfaction Survey|Genetic: Genetic testing","April 21, 2020","Cleveland Clinic, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT04354675"
73,"NCT04385433","A Comparative Study of Pravastatin vs Placebo as Primary Prevention of Severe Subcutaneous Breast Fibrosis in Hyper-radiosensitive Identified Patients With Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer","Drug: EXPERIMENTAL ARM|Other: CONTROL GROUP","May 13, 2020","Icm Val D'Aurelle, Montpellier, Herault, France","https://ClinicalTrials.gov/show/NCT04385433"
74,"NCT04290793","Neoadjuvant Chemotherapy With Pyrotinib, Epirubicin and Cyclophosphamide Followed by Taxanes and Trastuzumab for HER-2+ Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer","Drug: Pyrotinib|Drug: Epirubicin|Drug: Cyclophosphamide|Drug: Taxanes|Biological: Trastuzumab","March 2, 2020",,"https://ClinicalTrials.gov/show/NCT04290793"
75,"NCT04224922","Phase II Study of Neoadjuvant Weekly Paclitaxel and Carboplatin Followed by Dose Dense Epirubicin and Cyclophosphamide in Stage II and III Triple Negative Breast Cancer","Completed","No Results Available","Breast Cancer","Drug: Paclitaxel|Drug: Carboplatinum|Drug: Epirubicin|Drug: Cyclophosphamide","January 13, 2020","Onze Lieve Vrouw Ziekenhuis, Aalst, Belgium|Cliniques Sud Luxembourg, Arlon, Belgium|Imelda Ziekenhuis, Bonheiden, Belgium|AZ klina, Brasschaat, Belgium|St Lucas, Brugge, Belgium|Institut Jules Bordet, Brussels, Belgium|Universitaire Ziekenhuis Antwerpen, Edegem, Belgium|AZ Maria Middelares, Gent, Belgium|AZ St Lucas, Gent, Belgium|AZ Groeninge, Kortrijk, Belgium|UZ Leuven, Leuven, Belgium|CHR Citadelle, Liège, Belgium|CHU Sart-Tilman, Liège, Belgium|CMSE, Namur, Belgium|Clinique st Pierre, Ottignies, Belgium|CHWAPI, Tournai, Belgium|CHR Verviers, Verviers, Belgium|CHU Mont-Godinne, Yvoir, Belgium","https://ClinicalTrials.gov/show/NCT04224922"
76,"NCT04261218","Safety, Pharmacodynamics, Pharmacokinetics, and Efficacy of Tomivosertib Combined With Paclitaxel in Advanced Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer","Drug: tomivosertib|Drug: paclitaxel","February 7, 2020","Cross Cancer Institute, Edmonton, Alberta, Canada|British Columbia Cancer Vancouver, Vancouver, British Columbia, Canada|Jewish General Hospital, Montreal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT04261218"
77,"NCT04292847","LCCC1931:Post-treatment Intervention in Women With Breast Cancer (70y/o+)","Suspended","No Results Available","Breast Cancer","Other: Referrals Recommendations","March 3, 2020","University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States","https://ClinicalTrials.gov/show/NCT04292847"
78,"NCT04258735","Genetic Characteristics of Metastatic Breast Cancer Patients","Recruiting","No Results Available","Metastatic Breast Cancer","Diagnostic Test: Genomic analysis","February 6, 2020","Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04258735"
79,"NCT04240106","Niraparib Plus Aromatase Inhibitors for Luminal-like(HER2-negative,ER-positive) and gBRCA or HDR-positive Metastatic Breast Cancer(LUZERN)","Not yet recruiting","No Results Available","Breast Cancer|Breast Cancer Metastatic","Drug: Niraparib 100 MG|Drug: Aromatase Inhibitors","January 27, 2020","Centro Oncologico de Galicia, A Coruña, Spain|Hospital Uniersitario Vall d'Hebron, Barcelona, Spain|Hospital Clínic i provincial de Barcelona, Barcelona, Spain|Hospital Universitario Reina Sofía, Córdoba, Spain|Hospital Clinico San Carlos, Madrid, Spain|Hospital Universitario 12 de octubre, Madrid, Spain|Hospital Universitario Virgen de la Victoria, Málaga, Spain|Hospital Clínico Universitario de Santiago de Compostela, Santiago De Compostela, Spain|Instituto Valenciano de Oncología, Valencia, Spain|Complejo Asistencial de Ávila, Ávila, Spain","https://ClinicalTrials.gov/show/NCT04240106"
80,"NCT04394247","Patient Characteristics, Treatment Patterns, and Clinical Outcomes in Patients Diagnosed With HR+/HER2 Advanced/Metastatic Breast Cancer on Palbociclib + Aromatase Inhibitor (AI) Combination Therapy","Not yet recruiting","No Results Available","Breast Cancer",,"May 19, 2020",,"https://ClinicalTrials.gov/show/NCT04394247"
81,"NCT04296162","Oral Vinorelbine or Capecitabine Combined With Trastuzumab as Adjuvant Treatment for Patients With Lymph Node Negative, HER-2 Positive and Small Tumor Size Breast Cancer (ORCHID)","Recruiting","No Results Available","Breast Cancer","Drug: Vinorelbine|Drug: Capecitabine|Drug: Trastuzumab","March 5, 2020","Zhi-Ming Shao, Shanghai, China","https://ClinicalTrials.gov/show/NCT04296162"
82,"NCT04259866","FALSE POSITIVE FINDINGS IN BREAST CANCER TOMOSYNTHESIS","Completed","No Results Available","Breast Cancer Screening",,"February 7, 2020","Graziella Di Grezia, Avellino, Av, Italy","https://ClinicalTrials.gov/show/NCT04259866"
83,"NCT04301739","to Evaluate Efficacy and Safety of HLX10 in Combination With Chemotherapy Versus Placebo in Combination With Chemotherapy as Neoadjuvant Therapy and HLX10 Versus Placebo as Adjuvant Therapy in Patients With Triple Negative Breast Cancer (TNBC)","Not yet recruiting","No Results Available","Triple Negative Breast Cancer","Drug: HLX10|Drug: nab-paclitaxel, carboplatin, doxorubicin or epirubicin and cyclophosphamide|Drug: Placebo","March 10, 2020",,"https://ClinicalTrials.gov/show/NCT04301739"
84,"NCT04440982","Feasibility Study of Intraoperative Detection of Residual Cancer in Breast Cancer Patients Receiving Neoadjuvant Therapy","Not yet recruiting","No Results Available","Breast Cancer|Neoadjuvant Therapy","Combination Product: Study Device Arm","June 22, 2020","Stanford University Medical Center, Palo Alto, California, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|MD Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04440982"
85,"NCT04382352","B002 in Patients With HER2-positive Breast Cancer","Recruiting","No Results Available","Recurrent Breast Cancer|Metastatic Breast Cancer","Biological: Humanized Anti-HER2 Monoclonal Antibody Compound for Injection .R&D code: B002.","May 11, 2020","Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04382352"
86,"NCT04269967","A Pilot Tele-rehabilitation Trial for Breast Cancer Survivors","Not yet recruiting","No Results Available","Breast Cancer Female","Other: Receiving routine rehabilitation care via tele-rehabilitation system","February 17, 2020","Miho Asano, Singapore, Singapore","https://ClinicalTrials.gov/show/NCT04269967"
87,"NCT04298918","A Study Evaluating the Safety and Efficacy of Venetoclax in Combination With Trastuzumab Emtansine in Patients With Previously Treated HER2-Positive Locally Advanced or Metastatic Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer","Drug: Placebo|Drug: Venetoclax|Drug: Trastuzumab emtansine","March 6, 2020","Yale Cancer Center, New Haven, Connecticut, United States|Dana Farber Cancer Inst., Boston, Massachusetts, United States|Washington University; Division of Oncology, Saint Louis, Missouri, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|SCRI-Tennessee Oncology, Nashville, Tennessee, United States|MD Anderson Cancer Center, Houston, Texas, United States|Peter MacCallum Cancer Center, Melbourne, Victoria, Australia|IOV - Istituto Oncologico Veneto IRCCS, Padova, Veneto, Italy|Asan Medical Center, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Hospital Universitari Vall d'Hebron; Oncology, Barcelona, Spain|Hospital Clinico Universitario de Valencia; Servicio de Onco-hematologia, Valencia, Spain","https://ClinicalTrials.gov/show/NCT04298918"
88,"NCT04335006","A Phase 3 Study Comparing Carelizumab Plus Nab-paclitaxel and Apatinib, Carelizumab Plus Nab-paclitaxel, and Nab-paclitaxel in Patients With Advanced Triple Negative Breast Cancer.","Not yet recruiting","No Results Available","Breast Cancer|Triple Negative Breast Cancer","Drug: Carelizumab|Drug: Nab-paclitaxel|Drug: Apatinib","April 6, 2020",,"https://ClinicalTrials.gov/show/NCT04335006"
89,"NCT04337736","Effects of Physical Exercise on Cardio-vascular Efficiency and Quality of Life in Breast Cancer Survivors","Completed","No Results Available","Breast Cancer Female","Other: Physical exercise","April 8, 2020",,"https://ClinicalTrials.gov/show/NCT04337736"
90,"NCT04436393","Guardant360® Related Clinical Outcomes in Patients Who Share Medical Records-Breast Cancer","Not yet recruiting","No Results Available","Advanced Breast Cancer","Diagnostic Test: Guardant360 test","June 18, 2020",,"https://ClinicalTrials.gov/show/NCT04436393"
91,"NCT04373031","Pembrolizumab, IRX-2, and Chemotherapy in Triple Negative Breast Cancer","Not yet recruiting","No Results Available","Breast Cancer|Breast Neoplasms","Drug: Pembrolizumab|Drug: IRX 2","May 4, 2020",,"https://ClinicalTrials.gov/show/NCT04373031"
92,"NCT04370522","Characterization of Innate Immune System in Patients With Luminal Advanced Breast Cancer","Not yet recruiting","No Results Available","Metastatic Breast Cancer",,"May 1, 2020","Hospital General Universitario Morales Meseguer, Murcia, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain","https://ClinicalTrials.gov/show/NCT04370522"
