"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
94,"NCT04353180","Assessment the Activity Value of 13- Cis-Retinoic Acid (Isotretinoin) in the Treatment of COVID-19 (Randomized)","Not yet recruiting","No Results Available","COVID19","Drug: Drug Isotretinoin (13 cis retinoic acid ) capsules+standard treatment|Drug: Isotretinoin(Aerosolized 13 cis retinoic acid) +standard treatment|Drug: Standard treatment","April 20, 2020","Faculty of Medicine, Kafr El-sheikh University, Cairo, Kafr El-sheikh, Egypt|Faculty of Medicine, Kafr El-sheikh University, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT04353180"
95,"NCT04346628","Oral Favipiravir Compared to Placebo in Subjects With Mild COVID-19","Not yet recruiting","No Results Available","COVID","Drug: Favipiravir|Drug: Placebo|Other: Standard of care treatment","April 15, 2020","Stanford University, Stanford, California, United States","https://ClinicalTrials.gov/show/NCT04346628"
96,"NCT04368871","Radiographic Findings and Their Temporal Changes in COVID-19 Positive Changes Patients: A Prospective Study","Recruiting","No Results Available","COVID",,"April 30, 2020","Max Super Speciality Hospital, A Unit of Devki Devi Foundation, New Delhi, India","https://ClinicalTrials.gov/show/NCT04368871"
97,"NCT04371367","Avdoralimab an Anti-C5aR Antibody, in Patients With COVID-19 Severe Pneumonia ( FORCE )","Recruiting","No Results Available","COVID","Biological: avdoralimab|Other: Placebo","May 1, 2020","Assistance Publique Hôpitaux de Marseille, Marseille, France","https://ClinicalTrials.gov/show/NCT04371367"
98,"NCT04344535","Convalescent Plasma vs. Standard Plasma for COVID-19","Enrolling by invitation","No Results Available","COVID","Biological: Convalescent Plasma|Biological: Standard Donor Plasma","April 14, 2020","Stony Brook University Hospital, Stony Brook, New York, United States","https://ClinicalTrials.gov/show/NCT04344535"
99,"NCT04359121","COVID-19 and the Developement of Phobic Fears of Disease","Recruiting","No Results Available","COVID19","Other: Questionnaires for specific phobia","April 24, 2020","Medical University of Graz, Graz, Styria, Austria","https://ClinicalTrials.gov/show/NCT04359121"
100,"NCT04363502","Use of the Interleukin-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection","Recruiting","No Results Available","COVID","Drug: Clazakizumab|Drug: Placebo","April 27, 2020","Johns Hopkins Hospital, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT04363502"
101,"NCT04404361","PRE-VENT Study in Hospitalized Patients With Severe COVID-19 With or Without Cancer","Recruiting","No Results Available","COVID","Drug: Pacritinib|Drug: Placebo","May 27, 2020","Grady Memorial Hospital, Atlanta, Georgia, United States|St. Agnes Healthcare, Baltimore, Maryland, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|Ascension St. John Hospital, Grosse Pointe Woods, Michigan, United States|Ascension Providence Hospital- Novi Campus, Southfield, Michigan, United States|Providence Cancer Institute, Southfield, Michigan, United States|Atlantic Melanoma Center, Morristown, New Jersey, United States|Chilton Medical Center, Morristown, New Jersey, United States|Overlook Medical Center, Morristown, New Jersey, United States|Mount Sinai Medical Center, New York, New York, United States|The Carl and Edyth Lindner Center for Research and Education at The Christ Hospital, Cincinnati, Ohio, United States|St. John Medical Center, Tulsa, Oklahoma, United States|Rhode Island Hospital, Providence, Rhode Island, United States|The Miriam Hospital, Providence, Rhode Island, United States|Ascension All Saints, Racine, Wisconsin, United States|Ascension St. Francis Hospital, Racine, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT04404361"
102,"NCT04391881","Oral Manifestation of COVID 19 Patient: A Cross Sectional Study on Egyptian Population","Not yet recruiting","No Results Available","Oral Health and COVID 19",,"May 18, 2020",,"https://ClinicalTrials.gov/show/NCT04391881"
103,"NCT04371562","Predicting Death and ICU Admission in COVID-19 Patients in ED","Completed","No Results Available","COVID",,"May 1, 2020","Marcello Covino, Roma, RM, Italy","https://ClinicalTrials.gov/show/NCT04371562"
104,"NCT04382924","Safety and Efficacy of NP-120 (Ifenprodil) for the Treatment of Confirmed COVID-19 Infected Hospitalized Patients","Not yet recruiting","No Results Available","COVID","Drug: NP-120 (Ifenprodil)","May 11, 2020",,"https://ClinicalTrials.gov/show/NCT04382924"
105,"NCT04367064","To Study the Clinical Characteristics and Treatment Outcome of COVID-19 Patients Admitted in Hospitals of Max Healthcare (SCOPe Study)","Recruiting","No Results Available","COVID",,"April 29, 2020","Max Super Speciality hospital, Saket (A unit of Devki Devi Foundation), New Delhi, Delhi, India","https://ClinicalTrials.gov/show/NCT04367064"
106,"NCT04399109","Evaluation of a Remote Monitoring Smartphone Application and Care Model of COVID-19 Patients in the Community (ReCOVER)","Recruiting","No Results Available","COVID","Device: TCC-COVID mHealth solution","May 22, 2020","The Sutherland Hospital, Caringbah, New South Wales, Australia|St George Hospital, Kogarah, New South Wales, Australia|Prince of Wales Hospital, Randwick, New South Wales, Australia","https://ClinicalTrials.gov/show/NCT04399109"
107,"NCT04395768","International ALLIANCE Study of Therapies to Prevent Progression of COVID-19","Not yet recruiting","No Results Available","COVID19","Dietary Supplement: Vitamin C|Drug: Hydroxychloroquine|Drug: Azithromycin|Dietary Supplement: Zinc Citrate|Dietary Supplement: Vitamin D3|Dietary Supplement: Vitamin B12","May 20, 2020",,"https://ClinicalTrials.gov/show/NCT04395768"
108,"NCT04344548","Phase I / II Clinical Study of Immunotherapy Based on Adoptive Cell Transfer as a Therapeutic Alternative for Patients With COVID-19 in Colombia","Not yet recruiting","No Results Available","COVID","Biological: Allogeneic NK transfer","April 14, 2020","Fundacion Salud De Los Andes, Bogotá, Bogotá Distrito Capital, Colombia|Universidad Nacional de Colombia, Bogota, Cundinamarca, Colombia","https://ClinicalTrials.gov/show/NCT04344548"
109,"NCT04365530","Become of Patients Infected or Suspected of Being Infected by Covid-19 and Supported by the GHPSJ and the Establishments of the Paris Plaisance Hospital City","Recruiting","No Results Available","COVID",,"April 28, 2020","Hôpital Marie Lannelongue, Le Plessis-Robinson, France|AURA Paris Plaisance, Paris, France|Fondation Sainte-Marie, Paris, France|Groupe Hospitalier Paris Saint-Joseph, Paris, France|Hôpital Bellan, Paris, France","https://ClinicalTrials.gov/show/NCT04365530"
110,"NCT04351919","Assessment of Efficacy and Safety of HCQ and Antibiotics Administrated to Patients COVID19(+)","Not yet recruiting","No Results Available","Patients With COVID19","Drug: Hydroxychloroquine|Drug: Azithromycin","April 17, 2020","Eshmoun Clinical Research Centre/ Hôpital Abderrahmen Mami-Ariana, Tunis, Tunisia","https://ClinicalTrials.gov/show/NCT04351919"
111,"NCT04355897","CoVID-19 Plasma in Treatment of COVID-19 Patients","Recruiting","No Results Available","COVID 19","Biological: Convalescent COVID 19 Plasma","April 21, 2020","The Christ Hospital, Cincinnati, Ohio, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT04355897"
112,"NCT04382950","Combination of Recombinant Bacterial ACE2 Receptors -Like Enzyme of B38-CAP and Isotretinoin Could be Promising COVID-19 Infection- and Lung Injury Preventing Drug Better Than Recombinant Human ACE2","Not yet recruiting","No Results Available","COVID","Combination Product: Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2) plus Aerosolized 13 cis retinoic acid","May 11, 2020",,"https://ClinicalTrials.gov/show/NCT04382950"
113,"NCT04369365","A Single-blinded, Randomized, Placebo Controlled Phase II Trial of Prophylactic Treatment With Oral Azithromycin Versus Placebo in Cancer Patients Undergoing Antineoplastic Treatment During the Corona Virus Disease 19 (COVID-19) Pandemic","Recruiting","No Results Available","COVID","Drug: Azithromycin 500 milligram (mg) oral Tablet|Drug: Placebo","April 30, 2020","AKH Vienna, Department for Internal Medicine I, Oncology, Vienna, Austria","https://ClinicalTrials.gov/show/NCT04369365"
114,"NCT04366206","Factors Associated With Clinical Outcomes in Patients Hospitalized for Covid-19 in GHT-93 Est","Recruiting","No Results Available","COVID|SARS-CoV 2",,"April 28, 2020","Centre Hospitalier Intercommunal Robert Ballanger, Aulnay-sous-Bois, France|Groupe Hospitalier Pitie Salpetriere, Paris, France","https://ClinicalTrials.gov/show/NCT04366206"
115,"NCT04354766","COVID-19 : Neutralizing Human Monoclonal Antibodies Against SARS-Cov-2","Recruiting","No Results Available","COVID","Other: Blood sample","April 21, 2020","Hôpital de la Croix-Rousse, Lyon, France","https://ClinicalTrials.gov/show/NCT04354766"
116,"NCT04424004","MURDOCK Cabarrus County COVID-19 Prevalence and Immunity (C3PI) Study","Not yet recruiting","No Results Available","COVID 19","Other: COVID-19 PCR and serology testing","June 9, 2020",,"https://ClinicalTrials.gov/show/NCT04424004"
117,"NCT04376580","Use of the Nasal Cannula During COVID-19","Enrolling by invitation","No Results Available","COVID 19",,"May 6, 2020","Carolina Frederico, Buenos Aires, Caba, Argentina","https://ClinicalTrials.gov/show/NCT04376580"
118,"NCT04386239","Study on the Use of Sarilumab in Patients With COVID-19 Infection","Not yet recruiting","No Results Available","COVID19","Drug: Sarilumab Prefilled Syringe","May 13, 2020",,"https://ClinicalTrials.gov/show/NCT04386239"
119,"NCT04392531","Clinical Trial to Assess Efficacy of cYclosporine Plus Standard of Care in Hospitalized Patients With COVID19","Recruiting","No Results Available","COVID19 Infection","Drug: Cyclosporine|Drug: Standard treatment","May 19, 2020","Complejo Hospitalario Universitario La Coruña, La Coruña, Galicia, Spain|Hospital Quiron La Coruña, La Coruña, Galicia, Spain|Hospital Rey Juan Carlos, Mostoles, Madrid, Spain|Hospital Infanta Elena, Valdemoro, Madrid, Spain|Hospital General de Villalba, Villalba, Madrid, Spain|Fundacion Jimenez Diaz, Madrid, Spain|Clinica Universitaria de Navarra, Madrid, Spain","https://ClinicalTrials.gov/show/NCT04392531"
120,"NCT04338828","Nitric Oxide Inhalation Therapy for COVID-19 Infections in the ED","Recruiting","No Results Available","COVID19","Drug: Nitric Oxide Gas|Other: Inhaled Supplemental Oxygen","April 8, 2020","Massachusetts General Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04338828"
121,"NCT04371952","DYNAMIC Study (DoxycYcliNe AMbulatoIre COVID-19)","Not yet recruiting","No Results Available","COVID19","Drug: Doxycycline|Drug: Placebo","May 1, 2020","CHU Avicenne - APHP, Bobigny, France|CHU Bordeaux, Bordeaux, France|CHU Caen, Caen, France|CHU Dijon, Dijon, France|CHU Grenoble, Grenoble, France|CHU Nantes, Nantes, France","https://ClinicalTrials.gov/show/NCT04371952"
122,"NCT04438694","Use of Convalescent Plasma for Treatment of Patients With COVID-19 Infection","Recruiting","No Results Available","COVID19","Drug: Convalescent Plasma","June 19, 2020","Cairo University Hospital, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT04438694"
123,"NCT04379089","Neurologic Manifestations of COVID 19 in Children","Recruiting","No Results Available","COVID|Neurologic Manifestations","Other: Observational study only","May 7, 2020","UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04379089"
124,"NCT04338360","Expanded Access to Convalescent Plasma for the Treatment of Patients With COVID-19","Available","No Results Available","COVID19","Biological: COVID-19 convalescent plasma","April 8, 2020","Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|Mayo Clinic Health System in Albert Lea, Albert Lea, Minnesota, United States|Mayo Clinic Health System in Austin, Austin, Minnesota, United States|Mayo Clinic Health System in Cannon Falls, Cannon Falls, Minnesota, United States|Mayo Clinic Health System in Lake City, Lake City, Minnesota, United States|Mayo Clinic Health System in Mankato, Mankato, Minnesota, United States|Mayo Clinic Health System in Owatonna, Owatonna, Minnesota, United States|Mayo Clinic Health System in Red Wing, Red Wing, Minnesota, United States|Mayo Clinic in Rochester, Rochester, Minnesota, United States|Mayo Clinic Health System - Eau Claire, Eau Claire, Wisconsin, United States|Mayo Clinic Health System - Franciscan Healthcare, La Crosse, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT04338360"
125,"NCT04347538","Impact of Nasal Saline Irrigations on Viral Load in Patients With COVID-19","Recruiting","No Results Available","COVID 19","Other: Saline Nasal Irrigation|Other: Saline with Baby Shampoo Nasal Irrigation","April 15, 2020","Vanderblt University Medical Center, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT04347538"
126,"NCT04377802","Safe Return to Regular Clinical Operation After COVID-19 Pandemic","Not yet recruiting","No Results Available","COVID 19","Diagnostic Test: molecular testing for virus RNA using RT-PCR","May 6, 2020","king Fahad specialist hospital, Dammam, Eastern Province, Saudi Arabia","https://ClinicalTrials.gov/show/NCT04377802"
127,"NCT04390464","mulTi-Arm Therapeutic Study in Pre-ICu Patients Admitted With Covid-19 - Repurposed Drugs (TACTIC-R)","Recruiting","No Results Available","COVID19","Drug: Ravulizumab|Drug: Baricitinib|Other: Standard of care","May 15, 2020","Cambridge University Hospitals NHS Foundation Trust, Cambridge, Cambridgeshire, United Kingdom","https://ClinicalTrials.gov/show/NCT04390464"
128,"NCT04350320","Trial to Study the Benefit of Colchicine in Patients With COVID-19","Recruiting","No Results Available","COVID19","Drug: Colchicine Tablets|Drug: Standard therapy for COVID-19 according to the stablished hospital protocols.","April 17, 2020","Virgen de la Arrixaca University Clinical Hospital, Murcia, Spain","https://ClinicalTrials.gov/show/NCT04350320"
129,"NCT04343794","Using Biovitals® Sentinel to Monitor Disease Progression in Subjects Quarantined for Suspected COVID-19","Recruiting","No Results Available","COVID19","Device: BIOVITALS","April 13, 2020","The University of Hong Kong, Queen Mary Hospital, Hong Kong, Hong Kong","https://ClinicalTrials.gov/show/NCT04343794"
130,"NCT04334252","Descriptive Study Regarding Ambulant Screening During COVID-19 Pandemia","Recruiting","No Results Available","COVID 19","Other: Questionnaire","April 6, 2020","Jessa hospital, Hasselt, Belgium","https://ClinicalTrials.gov/show/NCT04334252"
131,"NCT04437693","Post Exposure Prophylaxis in Healthcare Workers Exposed to COVID-19 Patients","Not yet recruiting","No Results Available","COVID 19","Drug: Hydroxychloroquine","June 18, 2020",,"https://ClinicalTrials.gov/show/NCT04437693"
132,"NCT04368260","Clinical Validation of New Injection Molded Flocked Nasopharyngeal Swabs in Response to the COVID-19 Pandemic","Recruiting","No Results Available","COVID19","Device: Control swab|Device: Prototype swab","April 29, 2020","University of Virginia, Charlottesville, Virginia, United States","https://ClinicalTrials.gov/show/NCT04368260"
133,"NCT04335097","Sensor Based Vital Signs Monitoring of Covid 19 Patients During Home Isolation","Recruiting","No Results Available","COVID 19","Device: Biosensors","April 6, 2020","Lillestrom legevakt, Lillestrom, Norway","https://ClinicalTrials.gov/show/NCT04335097"
