role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Study Director,"Vladimir Semiglazov, Professor",N.N.Petrov Research Institute of Oncology,,NCT04293796,vladimir semiglazov,vladimir,male,0.99,24429,160,NCT04293796,Refusal of Breast Surgery in Patients With Breast Cancer With a Clinical Complete Response (cCR) After Neoadjuvant Systemic Therapy and a Confirmed Pathological Complete Response (pCR) Using Vacuum-assisted Biopsy (VAB) and Sentinel Lymph Node Biopsy (SLNB),Recruiting,No Results Available,Refusal of Breast Surgery in Patients With Breast Cancer With a cCR After NST and a Confirmed Pathological Complete Response (pCR) Using VAB and SLNB,Procedure: Vacuum-assisted biopsy,"March 3, 2020","Petr Krivorotko, Saint-Petersburg, Russian Federation",https://ClinicalTrials.gov/show/NCT04293796
Principal Investigator,"Petr Krivorotko, MD,PhD",N.N. Petrov Research Institute of Oncology,,NCT04293796,petr krivorotko,petr,male,0.98,81130,160,NCT04293796,Refusal of Breast Surgery in Patients With Breast Cancer With a Clinical Complete Response (cCR) After Neoadjuvant Systemic Therapy and a Confirmed Pathological Complete Response (pCR) Using Vacuum-assisted Biopsy (VAB) and Sentinel Lymph Node Biopsy (SLNB),Recruiting,No Results Available,Refusal of Breast Surgery in Patients With Breast Cancer With a cCR After NST and a Confirmed Pathological Complete Response (pCR) Using VAB and SLNB,Procedure: Vacuum-assisted biopsy,"March 3, 2020","Petr Krivorotko, Saint-Petersburg, Russian Federation",https://ClinicalTrials.gov/show/NCT04293796
Principal Investigator,"Kenneth GA Gilhuijs, PhD",UMC Utrecht,,NCT04223492,kenneth ga gilhuijs,kenneth,male,0.98,20666,18,NCT04223492,Liquid Biopsies and Imaging in Breast Cancer,Recruiting,No Results Available,Breast Cancer,Diagnostic Test: Liquid biopsy|Diagnostic Test: Multi-parametric MRI,"January 10, 2020","Universitair Medisch Centrum Utrecht, Utrecht, Netherlands",https://ClinicalTrials.gov/show/NCT04223492
Study Chair,"Christoph Tausch, MD","Brust-Zentrum, Zürich",,NCT04289935,christoph tausch,christoph,male,1.0,17656,19,NCT04289935,Vacuum Assisted Biopsy Immediately Before Surgery as an Intra- or Pre-Operative Surrogate for Patient Response to Neoadjuvant Chemotherapy for Breast Cancer,Not yet recruiting,No Results Available,Breast Cancer,Procedure: Vacuum assisted biopsy (VAB),"February 28, 2020","Kantonsspital Baden, Baden, Switzerland|Universitätsspital Basel, Basel, Switzerland|Bethesda Spital, Basel, Switzerland|IOSI - Istituto Oncologico della Svizzera Italiana, Bellinzona, Switzerland|Inselspital - Universitätsklinik für Frauenklinik, Bern, Switzerland|Hirslanden Brustzentrum Bern Biel, Bern, Switzerland|Kantonsspital Graubünden, Chur, Switzerland|Brustzentrum Thurgau, Frauenfeld, Switzerland|Clinique de Genolier, Genolier, Switzerland|Luzerner Kantonsspital, Luzern, Switzerland|Hirslanden Klinik St. Anna, Luzern, Switzerland|Gesundheitszentrum Fricktal, Rheinfelden, Switzerland|Tumor- und Brustzentrum ZeTuP St. Gallen, St. Gallen, Switzerland|Kantonsspital St. Gallen, St. Gallen, Switzerland|Brustzentrum Ostschweiz, St. Gallen, Switzerland|Brust-Zentrum Seefeld, Zürich, Switzerland",https://ClinicalTrials.gov/show/NCT04289935
Principal Investigator,"Songjie Shen, MD","Department of Breast Surgery, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China",,NCT04429269,songjie shen,songjie,male,0.8,10,22,NCT04429269,A Comparative Study of Mammography and Ultrasound for Breast Cancer Screening and Early Diagnosis,Recruiting,No Results Available,Breast Cancer Diagnosis|Breast Cancer Screening,Diagnostic Test: mammography and ultrasound screening,"June 12, 2020","Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, Beijing, China",https://ClinicalTrials.gov/show/NCT04429269
Principal Investigator,"Ajay Dhakal, MBBS",University of Rochester,,NCT04419181,ajay dhakal,ajay,male,0.99,4648,23,NCT04419181,Feasibility of Chemotherapy De-escalation in Early-Stage HER2 Positive Breast Cancer,Not yet recruiting,No Results Available,HER2-positive Breast Cancer,Drug: Docetaxel|Drug: Carboplatin|Drug: Trastuzumab|Drug: Pertuzumab|Drug: Trastuzumab emtansine,"June 5, 2020",,https://ClinicalTrials.gov/show/NCT04419181
Principal Investigator,DERYA ÇINAR,İzmir Bakırçay University,,NCT04315012,derya çinar,derya,female,0.94,24508,24,NCT04315012,Training With Mobile Application in Breast Cancer,Completed,No Results Available,Breast Cancer,Other: receive mobile app-based education,"March 19, 2020","İzmir Bakırçay University, İzmir, Turkey",https://ClinicalTrials.gov/show/NCT04315012
Principal Investigator,"Catherine UZAN, Md PhD",Pitié Salpêtrière Hospital AP-HP,,NCT04292821,catherine uzan,catherine,female,0.98,50312,25,NCT04292821,BIOPSY SCANNER LLTECH© Technology for Diagnosis of Breast Cancer,Recruiting,No Results Available,Breast Cancer,,"March 3, 2020","Hôpital de la Pitié Salpêtrière, Paris, France",https://ClinicalTrials.gov/show/NCT04292821
Principal Investigator,"Silvia Formenti, M.D.",Weill Cornell Medicine,,NCT04220476,silvia formenti,silvia,female,0.99,120107,26,NCT04220476,CIMER: Combined Immunotherapies in Metastatic ER+ Breast Cancer,Recruiting,No Results Available,Breast Cancer,Radiation: Stereotactic Body Radiation Therapy (SBRT) (50GY in 5 fractions)|Drug: Letrozole 2.5Mg Tab|Drug: Palbociclib 125mg,"January 7, 2020","Weill Cornell Medicine, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04220476
Principal Investigator,"Christiane Matuschek, MD","University Hosptial Duesseldorf, Department of Radiotherapy and Radiooncology",,NCT04261244,christiane matuschek,christiane,female,0.98,17000,27,NCT04261244,NeoRad Breast Cancer Study,Not yet recruiting,No Results Available,Breast Cancer,Radiation: preoperative radiotherapy|Radiation: postoperative radiotherapy,"February 7, 2020","Heinrich Heine University Hospital Duesseldorf, Duesseldorf, Germany",https://ClinicalTrials.gov/show/NCT04261244
Principal Investigator,"Pin ZHANG, MD",Chinese Academy of Medical Sciences,,NCT04437160,pin zhang,pin,male,0.54,1144,31,NCT04437160,Adjuvant Chemotherapy for Triple Negative Breast Cancer Patients With Residual Disease After Neoadjuvant Chemotherapy,Recruiting,No Results Available,Triple Negative Breast Cancer,Drug: Epirubicin or Pirarubicin|Drug: Cyclophosphamide,"June 18, 2020","Cancer Hospital & Institute Chinese Academy of Medical Sciences (CAMS), Beijing, Beijing, China",https://ClinicalTrials.gov/show/NCT04437160
Principal Investigator,Baitha P. Maggadani,"Department of Pharmacy, University of Indonesia",,NCT04312347,baitha p. maggadani,baitha,female,0.67,3,32,NCT04312347,Tamoxifen Dose Adjustment on Indonesian Female ER+ Breast Cancer Patients Based on CYP2D6 Genotype and Endoxifen Levels,Recruiting,No Results Available,ER+ Breast Cancer,Drug: Tamoxifen dose adjustment,"March 18, 2020","MRCCC Siloam Hospital Semanggi, Jakarta, DKI Jakarta, Indonesia",https://ClinicalTrials.gov/show/NCT04312347
Principal Investigator,"Zhimin Shao, Professor",Fudan University,,NCT04296175,zhimin shao,zhimin,male,0.81,37,35,NCT04296175,Carboplatin Intensified Chemotherapy for TRIple NEgative Breast Cancer(CITRINE),Recruiting,No Results Available,Triple-negative Breast Cancer,Drug: Epirubicin|Drug: CTX|Drug: Paclitaxel|Drug: ddEpirubicin|Drug: ddCTX|Drug: Paclitaxel(with carbo)|Drug: Carboplatin,"March 5, 2020","Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China",https://ClinicalTrials.gov/show/NCT04296175
Principal Investigator,"ZhiMin Shao, MD, PhD",Fudan University,,NCT04403529,zhimin shao,zhimin,male,0.81,37,119,NCT04403529,Evaluating the Clinical Value of Traditional Chinese Medicine in the Adjuvant Therapy of Triple-negative Breast Cancer,Recruiting,No Results Available,Triple Negative Breast Cancer,Drug: Traditional Chinese Medicine Formulation|Drug: Placebo Formulation,"May 27, 2020","Fudan University Shanghai Cancer Hospital, Shanghai, Shanghai, China",https://ClinicalTrials.gov/show/NCT04403529
Study Chair,"Herui Yao, PhD","Sun Yat-sen Memorial Hospital,Sun Yat-sen University",,NCT04258163,herui yao,herui,male,1.0,1,37,NCT04258163,Association of Survival With Maintenance Therapy in Patients With Metastatic Breast Cancer After First-line Chemotherapy,Completed,No Results Available,Metastatic Breast Cancer,Drug: Capecitabine|Drug: Liposomal doxorubicin|Drug: Gemcitabine|Drug: Fulvestrant|Drug: Anastrozole|Drug: Letrozole,"February 6, 2020","First People's Hospital of Foshan, Foshan, Guangdong, China|Sun Yat-sen Memorial Hospital,Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China",https://ClinicalTrials.gov/show/NCT04258163
Study Chair,"Herui Yao, PhD","Sun Yat-sen Memorial Hospital,Sun Yat-sen University",,NCT04263298,herui yao,herui,male,1.0,1,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Principal Investigator,"Shusen Wang, PhD",Sun Yat-sen University,,NCT04263298,shusen wang,shusen,male,1.0,4,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Principal Investigator,"Li Ling, PhD",Public Health Institute of Sun Yat-sen University,,NCT04263298,li ling,li,female,0.63,5785,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Principal Investigator,"Kun Wang, PhD",Guangdong Provincial People's Hospital,,NCT04263298,kun wang,kun,male,0.78,1297,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Principal Investigator,"Qianjun Chen, PhD",Guangdong Provincial Hospital of Traditional Chinese Medicine,,NCT04263298,qianjun chen,qianjun,female,0.5,2,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Principal Investigator,"Ruilian Xu, Master",Shenzhen People's Hospital,,NCT04263298,ruilian xu,ruilian,female,1.0,1,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Principal Investigator,"Peijian Peng, PhD",Fifth Subsidiary Sun Yat-sen University Hospital,,NCT04263298,peijian peng,peijian,male,1.0,5,111,NCT04263298,Fulvestrant Versus Capecitabine as Maintenance Therapy After First-line Combination Chemotherapy in Patients With HR+/HER2- Metastatic Breast Cancer,Recruiting,No Results Available,Metastatic Breast Cancer,Drug: Fulvestrant|Drug: Capecitabine Oral Product,"February 10, 2020","Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, China|Shenzhen People's Hospital, Shenzhen, Guangdong, China|Fifth Subsidiary Sun Yat-sen University Hospital, Zhuhai, Guangdong, China",https://ClinicalTrials.gov/show/NCT04263298
Study Chair,"Zhaohui Zhu, MD,PHD","Peking Union Medical College Hospital, Chinese Academy of Medical Science and Peking Union Medical College",,NCT04267900,zhaohui zhu,zhaohui,male,0.77,26,39,NCT04267900,99mTc-HPArk2 SPECT/CT for the Detection of HER2-positive Breast Cancer,Recruiting,No Results Available,Breast Cancer,Drug: 99mTc-HPArk2,"February 13, 2020","Peking Union Medical College Hospital, Chinese Academy of Medical Science and Peking Union Medical College, Beijing, Beijing, China",https://ClinicalTrials.gov/show/NCT04267900
Study Director,"Rabiye Uslu Erdemir, MD",Bülent Ecevit University Department of Nucleer Medicine,,NCT04274946,rabiye uslu erdemir,rabiye,female,0.99,149,41,NCT04274946,Sentinel Lymph Node Biopsy With Hybrid Technique in Breast Cancer,Recruiting,No Results Available,Breast Cancer,Procedure: Sentinel lymph node biopsy,"February 18, 2020","Bülent Ecevit University, Zonguldak, Turkey",https://ClinicalTrials.gov/show/NCT04274946
Principal Investigator,"Hakan Bakkal, MD",Bülent Ecevit University Department of Radiation Oncology,,NCT04274946,hakan bakkal,hakan,male,0.97,121565,41,NCT04274946,Sentinel Lymph Node Biopsy With Hybrid Technique in Breast Cancer,Recruiting,No Results Available,Breast Cancer,Procedure: Sentinel lymph node biopsy,"February 18, 2020","Bülent Ecevit University, Zonguldak, Turkey",https://ClinicalTrials.gov/show/NCT04274946
Principal Investigator,"Hüseyin Engin, MD",Bülent Ecevit University Department of Clinical Oncology,,NCT04274946,hüseyin engin,hüseyin,male,0.92,36,41,NCT04274946,Sentinel Lymph Node Biopsy With Hybrid Technique in Breast Cancer,Recruiting,No Results Available,Breast Cancer,Procedure: Sentinel lymph node biopsy,"February 18, 2020","Bülent Ecevit University, Zonguldak, Turkey",https://ClinicalTrials.gov/show/NCT04274946
Principal Investigator,"Trish Millard, MD",University of Virginia,,NCT04272801,trish millard,trish,female,0.95,1527,42,NCT04272801,Neoadjuvant Endocrine Therapy Tolerance in Geriatric Early Stage ER+ Breast Cancer,Recruiting,No Results Available,Breast Cancer Female,"Drug: tamoxifen, letrozole, anastrozole, or exemestane|Behavioral: Patient reported outcomes","February 17, 2020","University of Virginia, Charlottesville, Virginia, United States",https://ClinicalTrials.gov/show/NCT04272801
